GeneID	fed	fed	fed	fed	starved	starved	starved	starved
CR45035	23	44	14	50	18	11	16	21
CR45036	9	0	3	0	2	7	0	11
CR45037	7	0	6	2	0	7	0	7
CR45038	1	1	2	2	0	2	3	1
CR45039	0	0	2	1	1	7	1	4
CR45041	0	0	1	0	2	3	0	1
CR45043	2	3	0	2	1	11	5	22
CR45044	2	0	0	0	1	1	0	1
CR45046	230	48977	900	52725	639	250	233	938
CR45048	8	1	14	144	6	64	0	48
CR45052	2	0	7	0	3	9	0	5
CR45053	1	1	0	0	0	0	0	1
CR45054	209	226	130	876	280	165	575	70
CR45055	1	0	0	0	1	3	0	3
CR45056	0	1	2	0	46	4	9	5
CR45059	4	1	3	0	3	7	1	12
CR45082	117	286	206	345	139	473	114	628
CR45096	1	0	6	0	0	3	0	3
CR45097	0	0	1	0	1	3	0	9
CR45098	3	0	5	1	7	38	0	20
CR45102	260	1155	335	891	696	359	883	341
CR45103	7	0	11	2	3	5	0	4
CR45104	8	0	6	1	0	8	1	6
CR45108	29	1	5	0	3	4	0	18
CR45111	4	0	6	1	1	7	0	26
CR45112	0	0	1	1	1	69	0	1
CR45113	5	1	4	1	3	4	0	3
CR45114	2	1	12	1	0	16	5	11
CR45115	28	1	28	1	32	9	2	4
CR45117	1	0	1	0	1	4	0	26
CR45118	0	0	0	0	0	59	0	2
CR45119	1	0	2	0	9	6	0	27
CR45120	7	0	5	0	1	110	1	4
CR45121	3	0	2	1	0	0	0	1
CR45123	12	1	4	0	0	20	0	4
CR45124	2	10	1	1	3	1	4	2
CR45125	13	6	11	8	6	6	4	6
CR45126	28	107	29	95	136	11	48	68
CR45127	10	122	2	5	1	13	1	30
CR45128	17	0	14	1	6	0	0	10
CR45129	3	0	0	28	3	11	1	15
CR45130	1	0	1	0	0	1	0	0
CR45131	64	111	18	32	5	70	3	26
CR45132	7	61	12	61	6	25	82	15
CR45133	1	0	2	0	2	4	0	6
CR45134	5	39	3	25	0	13	20	31
CR45135	5	4	4	1	9	1	2	4
CR45136	0	0	8	0	2	7	0	2
CR45137	62	40	51	21	23	82	57	182
CR45138	5	13	9	1	1	7	21	44
CR45139	26	63	28	263	139	80	205	68
CR45140	8	9	3	16	13	48	15	5
CR45141	1	5	0	0	0	0	0	21
CR45142	1	0	1	0	0	2	0	2
CR45143	0	0	3	0	0	1	0	8
CR45144	17	46	48	420	829	13	763	8
CR45145	3	1	3	8	1	6	37	0
CR45146	1	0	1	0	5	6	0	1
CR45147	4	9	9	11	2	92	2	41
CR45148	1	0	2	0	1	22	0	6
CR45149	2	0	1	0	1	5	0	2
CR45150	0	1	4	0	1	2	0	8
CR45151	0	0	0	0	0	0	0	0
CR45152	0	0	1	0	0	0	0	0
CR45153	2	1	4	0	2	4	0	10
CR45155	0	0	25	0	3	10	0	8
CR45156	16	41	97	1	20	12	75	23
CR45157	1	0	3	0	2	2	0	21
CR45158	0	0	4	0	4	19	0	5
CR45159	6	2	4	1	10	4	0	53
CR45160	0	0	1	0	0	1	0	0
CR45161	0	13	4	8	11	2	0	20
CR45164	1	8	1	15	4	16	8	7
CR45165	18	0	1	0	0	2	1	3
CR45166	10	0	42	0	4	38	1	23
CR45167	2	12	13	4	9	13	9	10
CR45168	0	0	1	0	0	0	0	1
CR45169	3	0	1	0	2	4	0	5
CR45170	8	14	40	137	60	16	90	16
CR45171	7	27	12	2	3	2	0	7
CR45172	2	0	2	0	1	9	0	18
CR45173	9	0	2	4	1	1	0	5
CR45174	4	0	3	0	6	5	0	91
CR45175	0	5	0	0	5	1	5	0
CR45176	1	0	0	0	1	0	0	1
CR45177	0	1	4	1	1	0	0	4
CR45178	39	15	1	0	0	1	0	0
CR45179	2	53	7	0	7	10	0	3
CR45180	6	32	4	23	100	11	1	51
CR45181	1	1	3	0	2	4	1	1
CR45182	4	17	1	3	21	4	31	1
CR45183	22	1	2	0	0	5	0	2
CR45185	27	61	23	84	54	38	30	90
CR45187	2	7	6	61	2	49	0	7
CR45188	21	42	13	0	212	10	0	5
CR45189	16	0	926	0	3	6	0	11
CR45190	24	47	4	42	2	11	0	7
CR45191	3	2	3	2	2	13	0	16
CR45192	1	0	4	0	4	10	0	53
CR45193	10	1	5	1	4	11	1	11
CR45195	0	0	0	0	6	0	0	5
CR45196	36	113	22	61	38	90	86	79
CR45198	2	28	0	0	1	3	0	1
CR45199	2	2	4	2	3	16	0	52
CR45200	4	0	4	22	1	112	1	38
CR45201	0	0	0	0	0	0	1	1
CR45205	7	6	7	4	6	16	6	18
CR45206	2	0	7	0	3	4	0	47
CR45207	2	0	4	1	0	41	0	2
CR45208	0	1	1	0	2	3	1	7
CR45209	0	0	5	2	0	11	1	8
CR45210	2	0	4	0	1	6	1	19
CR45211	2	0	3	0	2	8	45	3
CR45213	116	235	24	141	33	25	49	39
CR45214	16	20	7	0	2	26	3	81
CR45215	3	17	5	45	5	125	30	17
CR45217	1	0	3	47	0	5	0	11
CR45223	40	104	43	7	38	160	475	150
CR45224	18	57	20	34	24	68	22	6
CR45226	6	15	7	3	5	18	2	29
CR45228	3	0	16	0	4	24	2	5
CR45229	1	0	0	0	1	1	0	12
CR45231	22	4	167	14	11	170	39	173
CR45232	37	2	95	6	31	179	2	158
CR45233	1	51	27	0	2	12	1	6
CR45234	7	0	3	0	2	8	0	9
CR45236	5	1	4	1	12	24	0	13
CR45237	1	70	64	4	61	68	115	3
CR45238	5	3	0	10	3	35	3	20
CR45239	2	1	4	1	1	11	0	38
CR45240	4	0	12	1	2	3	1	28
CR45241	3	0	0	0	2	4	0	3
CR45242	9	1	21	2	0	19	0	7
CR45243	2	4	0	2	2	4	1	1
CR45245	2	0	5	0	3	23	0	28
CR45246	2	0	5	1	2	4	1	4
CR45247	4	0	3	0	0	3	0	7
CR45248	2	0	45	0	2	10	0	1
CR45249	13	0	5	1	2	4	1	8
CR45250	0	0	2	0	1	2	0	9
CR45251	13	92	9	37	2	2	0	9
CR45252	1	0	0	1	0	4	0	8
CR45253	0	0	6	0	4	2	0	7
CR45254	2	0	2	0	2	21	0	3
CR45255	7	0	4	1	4132	3	0	5899
CR45257	0	0	0	0	1	0	0	0
CR45258	9	3	1	3	2	6	1	6
CR45259	2	0	1	0	10	1	0	6
CR45260	1	0	4	0	0	7	0	20
CR45261	0	0	0	0	0	4	0	7
CR45262	121	0	1	1	1	7	0	87
CR45264	5	78	0	91	36	5	0	2
CR45265	1	0	1	0	1	8	0	0
CR45266	19	2	15	1	3	53	4	38
CR45267	32	77	40	39	36	84	9	77
CR45268	0	0	0	0	0	6	0	0
CR45269	0	1	2	0	0	1	0	1
CR45270	2	25	2	0	3	5	17	4
CR45271	0	0	0	0	1	1	0	25
CR45272	14	1	61	1	10	39	2	28
CR45273	1	0	6	0	1	4	0	0
CR45274	6	1	0	0	1	5	0	4
CR45275	0	0	0	1	0	1	0	0
CR45276	5	1	3	0	3	6	0	11
CR45277	4	1	1	2	0	5	0	10
CR45278	8	0	4	0	4	47	0	14
CR45279	0	8	0	3	5	10	0	5
CR45280	24	23	22	12	7	27	18	26
CR45281	14	32	15	2	39	27	1	2845
CR45282	0	7	3	2	0	8	2	15
CR45283	1	5	11	10	3	17	0	46
CR45284	28	3	39	141	15	126	8	108
CR45285	0	6	4	11	7	2	2	3
CR45286	2	0	4	0	1	11	0	22
CR45287	1	0	0	0	0	4	0	3
CR45288	0	0	0	0	0	0	0	3
CR45289	2	0	2	0	2	9	1	3
CR45290	4	0	17	2	1	5	1	115
CR45291	0	15	0	22	2	0	6	2
CR45292	0	0	2	0	0	2	0	21
CR45293	1	0	2	0	0	1	0	3
CR45294	0	0	0	0	1	2	0	1
CR45295	1	0	4	1	9	6	0	6
CR45296	2	0	1	0	3	8	0	6
CR45297	0	0	1	0	0	12	0	7
CR45298	4	0	13	0	5	14	0	6
CR45299	2	0	0	0	0	4	0	1
CR45301	2	0	0	0	6	3	0	3
CR45302	0	0	6	0	0	1	0	2
CR45303	1	1	7	1	4	20	1	61
CR45304	2	0	4	1	1	4	0	6
CR45305	0	0	0	0	1	1	0	0
CR45306	7	3	2	0	3	49	0	49
CR45308	1	0	50	0	2	1	0	4
CR45309	3	9	2	10	6	30	1	15
CR45310	2	0	5	0	7	9	0	26
CR45311	7	0	7	0	9	21	0	201
CR45312	110	7	10	30	84	146	180	40
CR45313	2	0	2	0	0	4	0	5
CR45314	3	1	3	2	4	10	1	12
CR45316	2	2	2	0	3	3	1	1
CR45317	0	0	0	0	0	1	0	0
CR45318	2	0	0	0	0	0	30	2
CR45319	9	3	11	1	3	26	2	10
CR45320	2	0	10	0	1	1	0	1
CR45321	0	21	2	0	0	3	0	0
CR45322	7	0	2	0	1	18	0	5
CR45323	3	0	4	1	3	9	0	2
CR45324	13	0	3	0	1	11	0	6
CR45325	10	2	2	0	1	3	1	2
CR45326	3	0	1	0	0	4	0	1
CR45327	4	5	3	1	3	11	1	5
CR45328	1	0	1	3	2	1	0	11
CR45329	3	0	5	2	5	12	0	39
CR45330	7	1	16	0	2	41	2	11
CR45331	2	1	1	0	3	3	0	14
CR45332	2	5	3	75	45	114	25	1
CR45333	1	1	1	22	69	7	20	4
CR45334	10	2	6	1	9	23	1	20
CR45335	21	158	21	153	37	23	5	46
CR45336	1	0	2	1	0	4	2	6
CR45337	0	0	3	0	5	6	0	14
CR45338	0	0	3	0	0	5	0	2
CR45339	0	0	0	0	0	0	0	1
CR45340	1	0	2	0	1	4	33	0
CR45341	0	0	0	0	0	2	2	0
CR45342	0	0	0	1	0	1	0	0
CR45343	1	0	19	0	41	2	0	1
CR45344	0	0	1	0	1	5	0	1
CR45345	12	2	20	1	15	14	1	391
CR45346	3	2	3	0	3	1	0	9
CR45347	43	27	28	24	54	148	17	474
CR45348	0	0	5	0	2	13	1	4
CR45349	1	1	7	0	1	3	0	4
CR45350	2	0	5	2	15	6	0	5
CR45351	2	0	4	3	1	4	1	17
CR45352	1	0	73	0	1	12	2	7
CR45353	2	0	2	0	3	8	0	21
CR45354	0	2	0	3	1	7	0	4
CR45355	0	134	121	1	0	1	0	8
CR45356	6	40	1	15	4	3	30	5
CR45357	0	1	5	0	0	4	2	13
CR45358	7	21	15	0	1	0	75	3
CR45359	2	0	18	1	1	12	0	4
CR45360	1	2	4	2	1	9	0	10
CR45361	8	1	23	5	10	46	4	61
CR45362	6	0	47	2	5	8	0	12
CR45363	120	2	79	0	11	69	2	237
CR45364	1	0	0	0	2	2	0	13
CR45365	0	0	2	0	8	6	0	71
CR45366	2	4	4	1	0	0	0	2
CR45367	1	0	2	0	1	0	0	1
CR45368	0	0	0	0	0	0	0	1
CR45369	3	1	2	9	1	4	0	2
CR45370	11	1	0	0	0	4	3	14
CR45371	4	0	10	1	3	8	0	7
CR45372	3	0	3	0	0	5	0	4
CR45373	7	0	4	0	1	5	0	7
CR45374	1	0	6	0	2	10	0	3
CR45375	8	0	2	0	0	2	2	22
CR45376	8	1	9	0	4	4	1	20
CR45377	18	1	18	0	3	22	2	13
CR45379	8	0	7	1	0	1	0	9
CR45380	0	0	4	0	19	0	0	34
CR45381	2	3	4	0	1	4	0	8
CR45382	19	4	8	4	3	5	16	6
CR45383	4	0	1	0	6	4	0	28
CR45384	3	4	0	6	2	6	2	31
CR45386	3	22	1	0	7	1	0	12
CR45388	24	47	61	144	9	89	39	129
CR45389	0	0	8	26	0	4	0	6
CR45390	1	1	5	0	6	9	0	62
CR45392	2	0	2	3	0	8	1	32
CR45393	0	0	16	0	1	3	0	11
CR45394	0	0	0	0	1	0	0	14
CR45395	5	0	0	0	0	3	0	5
CR45396	4	0	1	0	0	5	0	1
CR45397	0	0	0	0	0	2	0	1
CR45398	1	0	1	0	0	4	0	3
CR45399	5	12	2	8	2	41	4	41
CR45400	0	0	1	0	0	14	1	0
CR45401	5	1	2	1	1	14	0	20
CR45402	1	2	0	0	1	3	5	5
CR45403	4	1	1	0	1	11	0	2
CR45404	1	0	0	0	1	1	1	0
CR45405	0	0	0	0	1	0	0	4
CR45406	5	2	3	0	2	2	0	3
CR45407	1	0	3	0	0	4	0	7
CR45408	7	4	7	1	3	12	0	2
CR45409	166	582	186	622	278	167	230	90
CR45410	2	1	143	1	2	13	0	7
CR45411	0	0	1	2	2	3	0	11
CR45412	16	23	0	0	1	3	40	1
CR45414	45	0	4	2	3	7	16	18
CR45415	0	0	0	1	7	11	0	7
CR45416	1	3	5	114	0	2	21	44
CR45417	15	84	31	146	8	12	31	53
CR45418	50	10	8	12	47	5	7	2
CR45419	3	2	1	0	1	3	1	6
CR45420	7	0	9	1	1	2	1	15
CR45421	4	0	3	0	0	1	0	5
CR45422	2	0	1	1	0	1	0	3
CR45423	6	0	1	0	2	34	0	5
CR45424	0	21	1	2	3	1	6	5
CR45425	2	0	3	16	1	4	1	3
CR45426	5	0	1	0	0	2	1	1
CR45427	0	0	6	0	0	12	0	30
CR45429	1	0	2	1	2	3	2	5
CR45430	5	2	4	0	3	26	0	17
CR45431	5	33	0	2	8	7	0	59
CR45432	3	138	6	114	0	3	151	62
CR45433	1	0	6	2	1	4	0	4
CR45434	18	0	8	0	2	4	0	7
CR45435	1	9	4	0	5	14	1	190
CR45436	2	7	2	3	0	5	2	15
CR45437	2	5	6	2	4	101	3	32
CR45438	1	0	1	0	0	12	0	21
CR45439	4	35	2	0	0	6	1	2
CR45440	0	0	1	0	1	3	0	2
CR45441	2	0	1	8	1	9	0	6
CR45443	0	0	1	0	0	11	0	2
CR45444	2	78	2	210	8	2	0	8
CR45445	0	0	1	0	0	1	0	3
CR45446	0	0	0	0	0	4	0	4
CR45447	0	0	0	0	0	1	0	1
CR45448	3	1	2	1	9	8	1	383
CR45449	2	0	6	0	3	10	0	11
CR45450	3	0	5	0	1	5	0	6
CR45451	4	1	6	0	3	6	0	2
CR45452	1	1	2	0	0	4	0	3
CR45453	0	0	0	2	2	1	1	5
CR45454	2	0	1	2	0	4	1	5
CR45455	1	0	0	0	0	7	0	8
CR45456	7	0	4	0	2	14	0	9
CR45457	2	0	3	0	10	4	0	2
CR45459	1	0	1	2	2	2	0	3
CR45460	0	0	1	0	0	7	0	1
CR45461	0	0	4	0	1	5	0	6
CR45462	1	0	0	0	7	2	0	12
CR45463	1	0	1	0	0	3	0	0
CR45464	6	1	7	1	10	10	0	37
CR45465	5	0	6	2	2	9	0	38
CR45466	3	0	10	0	5	3	0	3
CR45467	3	13	1	10	13	3	10	7
CR45468	99	0	5	2	2	1	0	1
CR45469	38	7	4	17	6	1	0	22
CR45471	15	18	3	26	16	10	15	34
CR45472	7	0	0	3	2	3	2	31
CR45473	20	6	10	29	14	7	10	49
CR45474	2	0	1	0	0	5	1	10
CR45475	0	0	0	0	0	2	0	6
CR45476	3	0	1	0	1	0	1	5
CR45478	0	0	2	0	0	3	1	15
CR45479	2	0	4	0	1	7	44	4
CR45480	1	1	1	0	0	3	0	19
CR45481	3	1	5	0	5	11	3	22
CR45482	21	0	7	2	2	33	9	12
CR45483	7	2	6	0	1	8	1	43
CR45484	11	1	26	1	40	23	2	75
CR45485	3	0	0	0	0	0	0	0
CR45500	10	0	7	1	4	9	0	8
CR45501	8	6	1	6	12	1	1	24
CR45502	16	2	6	3	9	6	2	5
CR45503	1	0	1	1	1	5	0	3
CR45504	26	45	17	103	51	200	16	63
CR45506	7	1	4	0	0	5	0	32
CR45507	4	3	1	0	1	3	0	6
CR45508	8	3	1	0	7	1	2	511
CR45509	7	0	2	0	1	1	0	3
CR45510	1	0	3	2	1	2	2	0
CR45511	3	6	2	20	1	45	1	5
CR45512	3	0	17	1	3	70	3	7
CR45513	0	6	4	5	0	9	1	11
CR45514	5	2	4	7	0	2	1	3
CR45515	2	1	1	1	1	8	0	3
CR45516	2	0	4	0	0	12	0	0
CR45517	7	66	4	53	14	12	5	38
CR45519	52	0	18	1	0	47	0	7
CR45520	4	2	2	0	2	24	0	15
CR45521	6	7	11	1	5	19	0	65
CR45522	31	85	14	108	16	719	11	13
CR45523	7	2	9	0	0	15	0	17
CR45524	3	1	12	1	1	9	0	27
CR45525	2	0	3	0	5	7	0	11
CR45526	0	0	4	0	0	0	0	12
CR45527	1	2	4	8	57	4	2	4
CR45528	6	4	1	4	6	2	2	7
CR45529	4	1	9	0	1	1	0	30
CR45530	1	20	4	20	15	35	11	6
CR45531	15	22	98	64	14	55	265	53
CR45532	1	0	0	0	0	4	1	4
CR45533	22	3	20	0	20	257	5	95
CR45534	3	0	1	0	0	8	1	5
CR45535	3	0	11	1	2	9	0	10
CR45536	1	1	0	1	0	0	0	0
CR45537	4	1	8	5	4	21	2	32
CR45539	2	0	5	3	0	0	0	2
CR45540	2	60	1	0	0	2	0	6
CR45541	3	1	3	0	1	9	0	15
CR45542	2	1	5	1	41	1	0	21
CR45543	0	0	0	0	4	5	0	2
CR45547	2	0	6	1	0	7	0	69
CR45549	0	0	13	0	0	5	0	3
CR45551	34	0	23	1	37	61	2	256
CR45552	11	2	10	2	7	56	2	45
CR45553	8	124	10	1	21	33	1	86
CR45554	1	0	4	1	1	55	0	18
CR45555	5	0	5	0	5	4	0	8
CR45556	4	0	4	1	1	6	0	54
CR45557	55	0	136	9	24	744	12	163
CR45558	13	4	83	2	14	55	12	35
CR45559	31	1	8	0	0	0	0	7
CR45560	10	0	4	0	2	5	0	6
CR45561	2	3	14	3	4	4	2	3
CR45562	6	0	8	2	11	16	1	113
CR45563	7	0	4	0	3	3	0	5
CR45564	0	1	7	0	0	6	0	3
CR45565	0	0	9	0	0	11	4	15
CR45566	1	54	6	11	3	9	19	5
CR45567	19	0	9	0	8	7	0	83
CR45568	3	0	1	0	0	7	0	15
CR45569	3	0	0	0	0	3	1	11
CR45570	1	2	1	1	2	9	0	4
CR45571	18	1	20	0	6	44	1	31
CR45572	1	2	6	1	1	11	0	11
CR45573	10	1	24	2	3	20	16	27
CR45574	2	0	1	0	1	1	0	381
CR45575	0	0	0	0	0	5	2	24
CR45576	13	2	12	1	10	39	0	9
CR45577	8	1	3	1	3	8	0	22
CR45578	1	0	5	0	4	3	0	7
CR45579	1	0	6	0	2	6	1	7
CR45580	4	0	0	0	2	17	1	12
CR45581	84	1	6	1	0	5	0	6
CR45582	0	0	0	0	0	0	0	2
CR45583	0	0	6	0	5	39	0	35
CR45584	2	0	3	0	1	3	0	3
CR45585	33	4	33	4	24	102	4	70
CR45586	4	0	6	0	0	4	0	4
CR45587	2	0	5	0	1	4	1	11
CR45588	1	0	8	0	1	7	0	27
CR45589	3	0	0	1	2	2	0	5
CR45590	2	0	6	0	2	8	0	11
CR45591	1	0	1	0	3	2	0	6
CR45593	10	1	24	0	8	4	43	11
CR45594	1	0	2	0	4	11	0	8
CR45595	12	0	32	0	3	11	1	5
CR45596	0	0	4	0	0	48	44	2
CR45597	3	0	3	0	2	11	0	0
CR45598	0	1	2	2	3	3	0	2
CR45599	10	1	13	0	12	13	0	19
CR45600	8	36	2	19	0	3	0	7
CR45602	2	10	5	0	0	5	0	2
CR45604	7	5	6	8	1	15	1	23
CR45605	6	2	19	0	0	3	0	7
CR45606	0	1	3	0	0	6	1	22
CR45607	0	1	4	2	1	3	0	4
CR45608	3	0	2	0	3	4	0	10
CR45609	1	1	3	0	1	31	0	3
CR45610	0	1	3	0	0	11	1	53
CR45611	3	0	2	1	1	43	0	3
CR45612	0	0	0	1	1	74	0	1
CR45613	4	0	14	0	5	14	7	17
CR45614	0	0	4	0	1	2	1	2
CR45615	0	1	2	23	1	6	0	1
CR45616	0	0	1	1	1	3	0	5
CR45617	0	0	7	0	1	4	1	5
CR45618	31	1	4	1	0	5	0	9
CR45619	1	0	1	0	0	0	1	0
CR45620	7	44	104	33	180	138	9	24
CR45621	4	39	8	16	9	2	27	13
CR45622	0	0	3	1	4	7	0	23
CR45623	1	11	1	0	1	1	0	7
CR45624	2	1	3	1	0	4	9	4
CR45625	26	137	4	95	13	41	69	10
CR45626	2	38	3	1	8	10	1	3
CR45627	0	0	0	0	1	2	0	3
CR45628	0	0	1	0	0	3	1	3
CR45629	6	32	3	6	11	155	5	16
CR45630	2	0	1	2	0	4	0	4
CR45631	1	2	2	0	2	0	92	10
CR45632	2	4	0	4	5	1	3	5
CR45633	2	0	0	0	1	6	3	0
CR45634	0	0	0	0	0	14	0	1
CR45635	7	0	9	0	3	1	0	5
CR45636	1	0	1	0	1	4	0	0
CR45637	0	0	1	0	1	1	0	3
CR45638	0	0	0	0	2	1	0	2
CR45639	2	0	0	0	2	1	0	6
CR45640	2	0	0	0	1	0	0	0
CR45641	90	0	4	0	1	8	107	7
CR45642	0	0	1	0	3	1	0	5
CR45643	4	0	2	0	1	1	0	2
CR45644	0	1	1	0	0	28	0	3
CR45645	2	2	7	2	1	7	0	8
CR45646	20	0	5	0	34	50	2	6
CR45647	2	298	0	225	2	7	62	7
CR45648	0	0	3	0	2	1	0	1
CR45649	1	3	3	0	1	8	0	5
CR45650	6	0	4	0	1	4	1	41
CR45651	8	4	13	5	7	18	1	7
CR45652	5	0	0	0	1	5	1	16
CR45653	5	0	1	0	0	2	0	4
CR45654	1	0	7	0	1	2	1	2
CR45655	4	0	0	0	0	5	0	3
CR45656	0	4	1	1	37	7	1	0
CR45657	1	0	0	1	0	8	0	0
CR45658	2	0	2	0	1	7	1	21
CR45659	14	11	16	8	48	14	75	10
CR45661	1	0	2	0	0	5	1	5
CR45662	1	0	0	0	1	2	0	1
CR45665	0	0	1	0	0	0	0	0
CR45666	2	1	6	0	0	1	0	7
CR45667	4	0	0	0	1	0	1	1
CR45668	83	461	50	144	124	278	11	262
CR45669	25	24	12	32	6	13	0	24
CR45670	4	52	20	0	17	5	0	15
CR45672	3	0	0	0	2	12	1	31
CR45673	1	0	3	3	48	6	0	1
CR45674	8	78	11	1	59	18	7	1
CR45675	1	2	17	0	0	1	2	4
CR45677	0	83	3	9	7	10	0	5
CR45678	3	0	2	0	2	2	0	5
CR45679	5	0	4	0	1	20	0	12
CR45680	23	0	3	1	1	14	0	11
CR45681	2	1	6	0	95	7	1	62096
CR45682	2	1	4	0	0	32	0	6
CR45683	747	13	21	25	9	32	8	28
CR45684	1	45	1	1	14	2	0	6
CR45685	4	2	11	10	8	42	2	23
CR45686	25	0	1	0	0	0	0	2
CR45687	0	0	9	0	0	3	0	2
CR45688	2	0	6	0	0	5	0	9
CR45689	1	0	18	0	0	3	1	1
CR45692	3	3	1	0	0	4	0	11
CR45693	6	1	50	6	7	26	0	36
CR45694	4	0	3	0	0	2	1	3
CR45695	1	0	1	0	0	9	0	1
CR45696	0	0	0	0	0	0	2	0
CR45697	6	1	4	0	0	30	1	5
CR45698	2	0	1	0	1	6	0	15
CR45699	0	0	2	0	1	12	0	5
CR45700	16	2	8	1	11	34	3	45
CR45701	1	1	0	0	0	1	0	4
CR45702	4	1	0	0	20	7	2	9
CR45703	1	0	2	0	1	10	0	1
CR45704	8	1	12	2	1	30	0	12
CR45705	7	0	22	2	5	21	0	91
CR45706	2	21	20	0	1	58	0	24
CR45707	1	0	1	1	3	2	0	3
CR45708	4	1	1	2	0	112	0	9
CR45709	0	0	8	0	0	11	1	7
CR45710	2	1	1	1	1	1	0	3
CR45711	8	2	3	0	0	6	0	14
CR45712	1	1	4	0	6	10	0	10
CR45713	0	0	1	0	0	2	0	1
CR45714	0	0	2	0	0	2	0	1
CR45715	0	2	1	0	0	10	1	7
CR45717	4	0	2	0	0	2	1	2
CR45718	0	0	1	0	1	1	0	0
CR45719	3	0	1	0	0	7	0	2
CR45720	9	0	10	0	1	21	0	45
CR45721	1	1	2	0	0	10	1	2
CR45722	2	0	5	0	6	8	1	13
CR45723	0	0	6	0	1	8	1	3
CR45724	0	1	0	0	1	1	0	3
CR45725	2	0	1	1	1	4	0	7
CR45726	3	0	7	0	1	8	2	3
CR45727	1	0	0	0	1	4	0	4
CR45728	1	0	2	0	2	62	0	4
CR45729	0	3	0	0	1	12	0	2
CR45730	2	0	1	0	1	13	0	1
CR45731	1	0	2	0	4	2	3	2
CR45732	6	1	8	0	3	19	0	15
CR45733	0	0	0	0	0	1	0	0
CR45734	3	0	3	0	5	2	0	0
CR45735	6	1	7	0	6	5	0	8
CR45736	1	0	14	4	1	11	1	29
CR45737	2	6	1	0	3	2	4	53
CR45738	0	0	0	0	0	0	0	1
CR45739	1	0	2	0	4	1	0	4
CR45740	2	1	1	0	0	0	1	2
CR45741	2	0	1	0	1	2	1	3
CR45742	0	3	1	0	0	1	0	1
CR45743	29	1057	36	746	206	28	175	77
CR45744	1	0	6	1	1	2	0	17
CR45745	2	0	0	137	4	190	94	34
CR45746	0	0	0	0	0	4	1	0
CR45747	1	0	2	0	0	100	0	2
CR45748	0	0	2	0	0	6	0	5
CR45749	5	2	2	2	2	23	1	55
CR45750	2	0	3	0	2	4	0	32
CR45751	2	0	4	0	1	12	0	2
CR45752	1	0	2	0	0	3	0	8
CR45753	4	0	12	0	6	9	0	24
CR45754	0	0	2	0	0	3	0	12
CR45755	0	0	2	0	0	1	1	0
CR45757	1	0	5	0	4	7	0	48
CR45758	3	1	2	58	1	8	2	9
CR45759	3	10	0	0	0	10	77	7
CR45761	9	0	6	0	1	14	1	16
CR45762	3	0	3	21	2	10	0	10
CR45778	0	1	0	0	0	1	0	1
CR45788	2	0	1	0	1	2	0	10
CR45789	6	8	0	56	26	5	3	2
CR45790	3	0	4	0	0	4	0	8
CR45791	0	0	1	0	0	2	0	1
CR45792	10	0	3	0	0	26	1	5
CR45793	7	1	4	0	11	4	0	10
CR45798	0	0	0	0	0	10	2	0
CR45800	0	0	4	0	0	0	0	0
CR45801	0	0	0	0	0	1	0	0
CR45802	0	0	1	0	3	4	1	9
CR45803	20	4	16	5	5	31	11	58
CR45804	6	2	7	0	18	5	0	7
CR45805	4	11	4	9	7	24	4	7
CR45807	2	0	0	0	0	0	0	1
CR45811	4	0	44	0	2	3	0	49
CR45812	0	0	0	0	1	0	0	0
CR45813	1	50	4	110	1	5	0	137
CR45814	1	0	0	0	0	0	0	2
CR45815	0	19	13	1	66	5	0	2
CR45818	0	0	0	0	0	0	0	3
CR45819	2	1	3	1	1	10	0	3
CR45820	5	117	6	101	43	4	0	20
CR45821	3	156	11	69	5	8	3	42
CR45822	15	41	5	9	5	7	5	9
CR45823	3	2	0	1	4	11	0	46
CR45824	4	0	10	0	2	90	0	9
CR45826	3	0	2	0	2	0	0	5
CR45829	1	0	1	0	0	0	0	4
CR45830	1	0	4	0	2	6	0	2
CR45831	0	0	0	0	0	2	0	0
CR45832	1	0	3	0	0	3	0	1
CR45834	0	0	3	0	0	0	0	4
CR45835	8	38	2	10	127	132	75	72
CR45866	12	0	7	1	0	20	0	5
CR45867	0	0	0	0	0	0	0	1
CR45868	19	0	2	0	0	2	0	3
CR45870	1	0	0	0	0	0	0	2
CR45871	1	0	1	0	0	1	0	1
CR45874	30	27	6	14	13	20	3	19
CR45880	0	0	0	0	0	0	0	1
CR45881	6	1	1	0	1	27	0	10
CR45882	0	0	2	0	1	4	0	1
CR45884	13	0	0	0	0	0	1	1
CR45885	1	0	3	0	0	2	0	8
CR45886	0	0	1	0	0	0	0	0
CR45887	1	0	5	0	0	8	2	3
CR45888	1	5	7	1	7	9	0	5
CR45889	3	1	0	23	0	0	0	3
CR45890	1	0	0	0	1	2	0	8
CR45892	0	0	1	0	0	2	0	0
CR45895	1	0	0	0	0	0	0	1
CR45896	4	0	4	0	0	3	1	0
CR45899	7	3	15	10	2	10	3	8
CR45900	0	0	2	0	2	11	0	4
CR45901	7	0	2	0	3	24	1	11
CR45904	1	0	1	2	1	3	2	4
CR45905	4	0	9	0	2	9	1	17
CR45906	1	0	1	0	2	0	1	4
CR45907	1	12	0	7	1	11	0	0
CR45908	10	0	1	1	0	11	0	27
CR45909	25	38	49	86	44	44	36	218
